month,month_last_day,month_filings,avg_filings,percentage_diff
01/2020,,1316,1308,1.00611620795107
01/2021,,586,1308,0.448012232415902
01/2022,,1342,1308,1.02599388379205
01/2023,,1328,1308,1.01529051987768
01/2024,,1293,1308,0.988532110091743
01/2025,,857,1308,0.65519877675841
01/2026,,1174,1308,0.897553516819572
02/2020,,1064,1002,1.06187624750499
02/2021,,578,992,0.582661290322581
02/2022,,1489,992,1.50100806451613
02/2023,,858,992,0.86491935483871
02/2024,,1149,1002,1.14670658682635
02/2025,,654,992,0.659274193548387
02/2026,,918,992,0.925403225806452
03/2020,,430,989,0.434782608695652
03/2021,,564,989,0.570273003033367
03/2022,,1106,989,1.11830131445905
03/2023,,1000,989,1.01112234580384
03/2024,,978,989,0.988877654196158
03/2025,,664,989,0.671385237613751
04/2020,,15,1102.5,0.0136054421768707
04/2021,,451,1102.5,0.409070294784581
04/2022,,1047,1102.5,0.949659863945578
04/2023,,964,1102.5,0.87437641723356
04/2024,,1242,1102.5,1.1265306122449
04/2025,,1057,1102.5,0.958730158730159
05/2020,,66,1195.5,0.055207026348808
05/2021,,482,1195.5,0.403178586365537
05/2022,,1138,1195.5,0.951902969468841
05/2023,,1165,1195.5,0.974487662066081
05/2024,,1227,1195.5,1.02634880803011
05/2025,,1079,1195.5,0.902551233793392
06/2020,,1460,1229,1.18795768917819
06/2021,,592,1229,0.481692432872254
06/2022,,1171,1229,0.952807160292921
06/2023,,1179,1229,0.959316517493897
06/2024,,1280,1229,1.04149715215622
06/2025,,1283,1229,1.04393816110659
07/2020,,1364,1309.5,1.04161893852616
07/2021,,618,1309.5,0.471935853379152
07/2022,,1019,1309.5,0.778159602901871
07/2023,,1347,1309.5,1.02863688430699
07/2024,,1273,1309.5,0.972126765941199
07/2025,,1283,1309.5,0.979763268423062
08/2020,,847,1299.5,0.651789149672951
08/2021,,626,1299.5,0.481723739899962
08/2022,,1237,1299.5,0.951904578684109
08/2023,,1348,1299.5,1.03732204694113
08/2024,,1254,1299.5,0.964986533282032
08/2025,,1351,1299.5,1.03963062716429
09/2020,,509,977.5,0.520716112531969
09/2021,,895,977.5,0.915601023017903
09/2022,,1121,977.5,1.14680306905371
09/2023,,1096,977.5,1.12122762148338
09/2024,,861,977.5,0.880818414322251
09/2025,,1254,977.5,1.28286445012788
10/2020,,632,1158.5,0.545533016832111
10/2021,,961,1158.5,0.829520932239966
10/2022,,1081,1158.5,0.933103150625809
10/2023,,1371,1158.5,1.18342684505827
10/2024,,947,1158.5,0.81743634009495
10/2025,,936,1158.5,0.807941303409581
11/2020,,523,905.5,0.577581446714522
11/2021,,766,905.5,0.845941468801767
11/2022,,1028,905.5,1.13528437327443
11/2023,,1141,905.5,1.26007730535616
11/2024,,673,905.5,0.743235781336278
11/2025,,797,905.5,0.88017669795693
12/2020,,692,858,0.806526806526806
12/2021,,965,858,1.12470862470862
12/2022,,1023,858,1.19230769230769
12/2023,,1083,858,1.26223776223776
12/2024,,708,858,0.825174825174825
12/2025,,775,858,0.903263403263403
